"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","MODE_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"5920","Impasse Nicolas","NANTES","Nicolas","PRIVEE","NANTES Rue des Renardières","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"7704","Rue Saint Nicolas","NANTES","Nicolas","PUBLIQUE","NANTES Rue Basse Casserie","NANTES Place Félix Fournier","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5917","Boulevard Nicéphore Niepce","NANTES","Niepce","PUBLIQUE","NANTES Route de Carquefou","NANTES A 11","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"2733","Rue Edouard Nignon","NANTES","Nignon","Inconnu","NANTES Boulevard Nicéphore Niepce","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"5926","Allée de la Nive","NANTES","Nive","PRIVEE","NANTES Rue de Pessac","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5927","Rue Paul Nizan","NANTES","Nizan","PUBLIQUE","NANTES Boulevard Babin Chevaye","NANTES Boulevard Victor Hugo","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"0129","Rue Alfred Nobel","NANTES","Nobel","PUBLIQUE","NANTES Rue de la Souillarderie","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"5928","Impasse de la Nobilière","NANTES","Nobilière","PRIVEE","NANTES Rue Harouys","Impasse","TRI'SAC","bacs","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"5932","Rond-Point de la Noë","NANTES","Noë","PUBLIQUE","NANTES Route de la Jonelière","NANTES Rue du Fresche Blanc","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"5933","Rue de la Noë","NANTES","Noë","PUBLIQUE","","NANTES Rue de l'Ile d'Yeu","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6476","Rue de la Petite Noë","NANTES","Noë","PUBLIQUE","NANTES Route de Saint Joseph","NANTES Chemin de Bonneville","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"5944","Avenue Noël","NANTES","Noël","PRIVEE","NANTES Boulevard Pasteur","NANTES Rue Guilbaud","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"4632","Rue Jules Noël","NANTES","Noël","PUBLIQUE","NANTES Rue du Breil","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Breil - Barberie",""
"6888","Passage de la Poule Noire","NANTES","Noire","PRIVEE","NANTES Rue des Olivettes","NANTES Rue Sanlecque","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5952","Rue Noire","NANTES","Noire","PUBLIQUE","NANTES Rue Paul Bellamy","NANTES Rue des Hauts Pavés","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5956","Rue de Noirmoutier","NANTES","Noirmoutier","PUBLIQUE","NANTES Rue des Agenets","NANTES Place Victor Richard","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5957","Impasse des Noisetiers","NANTES","Noisetiers","PRIVEE","NANTES Rue de Noirmoutier","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"0334","Rue Antoine Noisette","NANTES","Noisette","PUBLIQUE","NANTES Rue de la Haluchère","NANTES Rue Paul Plantiveau","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"7815","Cour Sans Nom","NANTES","Nom","PRIVEE","NANTES Rue du Poitou","NANTES Rue des Hauts Pavés","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"2732","Place Edouard Normand","NANTES","Normand","PUBLIQUE","NANTES Rue Faustin Hélie","NANTES Rue Menou","TRI'SAC","bacs","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"5968","Avenue de Normandie","NANTES","Normandie","PRIVEE","NANTES Rue des Pays de la Loire","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"5969","Avenue de Noroit","NANTES","Noroit","MIXTE","NANTES Rue Jean Baptiste Georget","NANTES Allée de la Brise","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5970","Rue de Norvège","NANTES","Norvège","PUBLIQUE","NANTES Rue de Hongrie","NANTES Rue de Chypre","TRI'SAC","colonnes","unique","","","","","Malakoff - Saint-Donatien",""
"5971","Allée de Nossi Bé","NANTES","Nossi","PRIVEE","NANTES Rue Pierre Yvernogeau","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Breil - Barberie",""
"5972","Rue Notre Dame","NANTES","Notre","PUBLIQUE","NANTES Rue de Strasbourg","NANTES Place Dumoustier","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4896","Rue Le Nôtre","NANTES","Nôtre","PUBLIQUE","NANTES Allée des Tanneurs","NANTES Rue Léopold Cassegrain","TRI'SAC","bacs","pluriel","le numero 15","mardi et vendredi","","","Centre Ville",""
"4896","Rue Le Nôtre","NANTES","Nôtre","PUBLIQUE","NANTES Allée des Tanneurs","NANTES Rue Léopold Cassegrain","TRI'SAC","bacs","pluriel","tous les numeros sauf le numero 15","lundi - mercredi - vendredi","","","Centre Ville",""
"7963","Rue du Stade de la Noue","NANTES","Noue","PUBLIQUE","NANTES Chemin de Bonneville","NANTES Impasse de la Plaine","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"4796","Rue la Nouë Bras de Fer","NANTES","Noue","PUBLIQUE","NANTES Boulevard Léon Bureau","NANTES Rue Alain Barbe Torte","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"5984","Avenue des Nouettes","NANTES","Nouettes","PRIVEE","NANTES Rue Gutenberg","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"6392","Petite Rue Commandant Noury","NANTES","Noury","PUBLIQUE","NANTES Rue Commandant Noury","NANTES Rue Général O Neil","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"2076","Rue Commandant Noury","NANTES","Noury","PUBLIQUE","NANTES Boulevard de la Fraternité","NANTES Rue Bernard","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5992","Avenue Nungesser","NANTES","Nungesser","PRIVEE","NANTES Rue Jean Poulain","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"5993","Impasse des Nymphéas","NANTES","Nymphéas","PRIVEE","NANTES Rue de la Renaudière","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"5995","Passage des Oberle","NANTES","Oberle","PUBLIQUE","NANTES Rue Marie Anne du Boccage","NANTES Avenue René Bazin","TRI'SAC","bacs","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"5994","Avenue Océane","NANTES","Océane","PRIVEE","NANTES Rue Félix Ménétrier","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Doulon - Bottière",""
"6000","Rue de l'Odet","NANTES","Odet","Inconnu","NANTES Boulevard Gustave Roch","NANTES Rue du Blavet","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"6003","Impasse de l'Odyssée","NANTES","Odyssée","PRIVEE","NANTES Rue du Port des Charrettes","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6004","Rue des Oeillets","NANTES","Oeillets","PUBLIQUE","NANTES Rue Docteur Fernand Lamaze","NANTES Route de Vertou","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6008","Rue Ogée","NANTES","Ogée","PUBLIQUE","NANTES Rue du Roi Albert","NANTES Place Dumoustier","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6010","Avenue des Oiseaux","NANTES","Oiseaux","PRIVEE","NANTES Avenue de l'Ombrie","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6304","Avenue Pelletier d'Oisy","NANTES","Oisy","PRIVEE","NANTES Boulevard Auguste Péneau","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"4400","Rue Jean Baptiste Olivaux","NANTES","Olivaux","PUBLIQUE","NANTES Avenue Père Bretaudeau","NANTES Boulevard de la Chauvinière","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"4510","Rue Jean Olivesi","NANTES","Olivesi","PUBLIQUE","NANTES Rue du Jamet","NANTES Rue Auguste Ménoret","TRI'SAC","colonnes","unique","","","","","Bellevue - Chantenay - Sainte Anne",""
"X030","Cour des Olivettes","NANTES","Olivettes","Inconnu","NANTES Rue des Olivettes","","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6012","Rue des Olivettes","NANTES","Olivettes","PUBLIQUE","NANTES Allée Baco","NANTES Quai Magellan","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6016","Rue Olivier","NANTES","Olivier","PUBLIQUE","NANTES Rue du Petit Verger","NANTES Chemin du Moulin Lambert","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"6024","Rue de l'Olivraie","NANTES","Olivraie","PUBLIQUE","NANTES Route de Vertou","NANTES Levée de Sèvre","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"4149","Avenue Henri Ollivier","NANTES","Ollivier","PRIVEE","NANTES Rue Monfoulon","NANTES Rue Colonel Boutin","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"7518","Rue des Sables d'Olonne","NANTES","Olonne","PUBLIQUE","NANTES Rue du Bois Hercé","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Bellevue - Chantenay - Sainte Anne",""
"6026","Place des Ombragères","NANTES","Ombragères","PRIVEE","NANTES Avenue des Impressionnistes","NANTES Avenue des Impressionnistes","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6022","Avenue de l'Ombrie","NANTES","Ombrie","PUBLIQUE","NANTES Avenue d'Assise","NANTES Rue Stéphane Leduc","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6025","Avenue de l'Omnibus","NANTES","Omnibus","PRIVEE","NANTES Rue Coquebert de Neuville","NANTES Chemin Tournerond","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6028","Avenue des Ondes","NANTES","Ondes","PRIVEE","NANTES Route de Saint Sébastien","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6037","Avenue des Opalines","NANTES","Opalines","PRIVEE","NANTES Chemin du Haut Landreau","NANTES Impasse des Cornalines","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"2208","Avenue de la Côte d'Or","NANTES","Or","PUBLIQUE","NANTES Boulevard des Tribunes","NANTES Chemin Joseph Pierre","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"0884","Avenue des Blés d'Or","NANTES","Or","PRIVEE","NANTES Rue Félix Ménétrier","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Doulon - Bottière",""
"1183","Impasse des Boutons d'Or","NANTES","Or","PRIVEE","NANTES Rue de la Colinière","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6053","Impasse de l'Oranda","NANTES","Oranda","Inconnu","NANTES Rue du Port Durand","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"6046","Impasse de l'Orangerie","NANTES","Orangerie","PRIVEE","NANTES Chemin du Ponceau","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6045","Place des Orangers","NANTES","Orangers","PRIVEE","NANTES Impasse des Clémentines","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6048","Place de l'Oratoire","NANTES","Oratoire","PUBLIQUE","NANTES Rue Henri IV","NANTES Rue Georges Clemenceau","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Malakoff - Saint-Donatien",""
"2369","Rue Alcide d'Orbigny","NANTES","Orbigny","Inconnu","NANTES Allée de l'Embellie","NANTES Rue Jean Demozay","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6047","Impasse des Orchestres","NANTES","Orchestres","PRIVEE","NANTES Rue des Bourdonnières","Impasse","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6049","Avenue des Orchidées","NANTES","Orchidées","PRIVEE","NANTES Rue des Eucalyptus","NANTES Avenue des Palétuviers","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"2976","Boulevard Eugène Orieux","NANTES","Orieux","PUBLIQUE","NANTES Boulevard Van Iseghem","NANTES Boulevard Michelet","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6052","Allée d'Orléans","NANTES","Orléans","PUBLIQUE","NANTES Rue d'Orléans","NANTES Rue de l'Arche Sèche","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6051","Passage d'Orléans","NANTES","Orléans","PRIVEE","NANTES Rue d'Orléans","NANTES Place Félix Fournier","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6060","Rue d'Orléans","NANTES","Orléans","PUBLIQUE","NANTES Allée Cassard","NANTES Place Royale","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"8244","Rue des 3 Ormeaux","NANTES","Ormeaux","PUBLIQUE","NANTES Rue Paul Painlevé","NANTES Rue Paul Painlevé","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6065","Rue des Ormes","NANTES","Ormes","PUBLIQUE","NANTES Boulevard Robert Schuman","NANTES Rue Georges Bizot","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"6023","Rue Olivier d'Ormesson","NANTES","Ormesson","PRIVEE","NANTES Rue Camille Desmoulins","NANTES Rue de la Marrière","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"4150","Boulevard Henry Orrion","NANTES","Orrion","PUBLIQUE","NANTES Boulevard Michelet","NANTES Rue du Pin","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"6063","Avenue d'Orsay","NANTES","Orsay","PRIVEE","NANTES Rue de Jussieu","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"2052","Cours Commandant d'Estienne d'Orves","NANTES","Orves","PUBLIQUE","NANTES Rue de Strasbourg","NANTES Rue Léon Maître","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1912","Cours des 50 Otages","NANTES","Otages","PUBLIQUE","NANTES Place du Pont Morand","NANTES Allée Brancas","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6066","Rue d'Ottawa","NANTES","Ottawa","PUBLIQUE","NANTES Route de la Chapelle Sur Erdre","","TRI'SAC","colonnes","unique","","","","","Nantes Nord",""
"4152","Rue Henry Ottmann","NANTES","Ottmann","PUBLIQUE","NANTES Rue Antoine Watteau","ST-HERBLAIN Boulevard du Massacre","TRI'SAC","colonnes","unique","","","","","Dervallières - Zola",""
"6070","Rue de l'Ouche Buron","NANTES","Ouche","PUBLIQUE","NANTES Avenue de la Gare de Saint Joseph","NANTES Route de Saint Joseph","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6076","Rue de l'Ouche Cormier","NANTES","Ouche","PUBLIQUE","NANTES Rue de la Durantière","NANTES Route de Saint Herblain","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"6090","Rue de l'Ouchette","NANTES","Ouchette","PUBLIQUE","NANTES Rue des Chambelles","NANTES Rue Général Buat","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"6093","Avenue d'Ouessant","NANTES","Ouessant","PRIVEE","NANTES Avenue d'Hoëdic","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6094","Rue de l'Ouest","NANTES","Ouest","PUBLIQUE","NANTES Place de Grillaud","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"6097","Impasse de l'Oural","NANTES","Oural","PRIVEE","NANTES Boulevard de la Chauvinière","Impasse","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"3802","Avenue de la Grande Ourse","NANTES","Ourse","PRIVEE","NANTES Rue Parmentier","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"3348","Rue Frédéric Ozanam","NANTES","Ozanam","PUBLIQUE","NANTES Route de Saint Joseph","NANTES Rue de l'Eraudière","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"6100","Avenue Pacaud","NANTES","Pacaud","PRIVEE","NANTES Rue d'Allonville","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6102","Avenue Pacioli","NANTES","Pacioli","PRIVEE","NANTES Rue de Clermont","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6104","Rue Pagan","NANTES","Pagan","PUBLIQUE","NANTES Rue Bon Secours","","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0446","Boulevard Auguste Pageot","NANTES","Pageot","PUBLIQUE","NANTES Boulevard Luc Olivier Merson","NANTES Place Armand Fallières","TRI'SAC","bacs","pluriel","jusqu'aux numeros 13 et 12","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0446","Boulevard Auguste Pageot","NANTES","Pageot","PUBLIQUE","NANTES Boulevard Luc Olivier Merson","NANTES Place Armand Fallières","bacs bleus et bacs jaunes","bacs","pluriel","à partir des numéros 15 et 14","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"5081","Rue Louis et Louise Le Paih","NANTES","Paih","PUBLIQUE","NANTES Rue Claude et Simone Millot","NANTES Rue Auguste et Marie Chauvin","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6105","Impasse de Paimpol","NANTES","Paimpol","PRIVEE","NANTES Rue d'Iroise","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"6106","Avenue de Paimpont","NANTES","Paimpont","PRIVEE","NANTES Route de Carquefou","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6250","Rue Paul Painlevé","NANTES","Painlevé","PUBLIQUE","NANTES Place Anatole France","NANTES Rue des Hauts Pavés","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"3688","Rue Georges Painvin","NANTES","Painvin","PUBLIQUE","NANTES Rue Maurice Guichard","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"6108","Avenue de la Paix","NANTES","Paix","PRIVEE","NANTES Avenue du Petit Hermitage","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"6112","Rue de la Paix","NANTES","Paix","PUBLIQUE","NANTES Allée Flesselles","NANTES Place du Change","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6116","Avenue de la Pajaudière","NANTES","Pajaudière","PRIVEE","NANTES Rue Général Buat","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6120","Avenue Pajot","NANTES","Pajot","PRIVEE","NANTES Rue Edgar Quinet","NANTES Rue Maisdon Pajot","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"5222","Rue Maisdon Pajot","NANTES","Pajot","PUBLIQUE","NANTES Boulevard de la Fraternité","NANTES Place de Grillaud","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"0476","Rue d'Aurelle de Paladines","NANTES","Paladines","PUBLIQUE","NANTES Place du 265ième RI","NANTES Rue de Coulmiers","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6121","Impasse Palatine","NANTES","Palatine","PRIVEE","NANTES Chemin des Roches Vertes","Impasse","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6123","Avenue des Palétuviers","NANTES","Palétuviers","PRIVEE","NANTES Chemin du Ponceau","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6124","Avenue des Palmiers","NANTES","Palmiers","PRIVEE","NANTES Route de Vertou","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6125","Avenue des Palombes","NANTES","Palombes","PRIVEE","NANTES Boulevard Jean Ingres","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"6129","Cour des Paludiers","NANTES","Paludiers","PRIVEE","NANTES Rue Meuris","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Dervallières - Zola",""
"6127","Avenue des Pampres","NANTES","Pampres","PRIVEE","NANTES Rue des Clématites","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6126","Rue du Panama","NANTES","Panama","PUBLIQUE","NANTES Rue du Honduras","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"2408","Rue Denis Papin","NANTES","Papin","MIXTE","NANTES Rue Francis de Pressensé","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"6128","Rue de la Papotière","NANTES","Papotière","PUBLIQUE","NANTES Place du Vieux Doulon","NANTES Route de Sainte Luce","bacs bleus et bacs jaunes","bacs","unique","","mixte : voir précisions","mercredi","jusqu'aux num 79 et 58 : mardi ; à partir des num 101 et 78 : jeudi (intersection chemin du moulin)","Doulon - Bottière",""
"6132","Rue des Pâquerettes","NANTES","Pâquerettes","PUBLIQUE","NANTES Rue des Fleurs","NANTES Boulevard de la Chauvinière","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6134","Rue du Paradisier","NANTES","Paradisier","PRIVEE","NANTES Rue Fernand Pelloutier","NANTES Rue de la Garde","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"6133","Rue du Paraguay","NANTES","Paraguay","PUBLIQUE","NANTES Rue du Honduras","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6143","Avenue du Parc du Grand Blottereau","NANTES","Parc","PRIVEE","NANTES Boulevard Auguste Péneau","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6520","Avenue du Petit Parc","NANTES","Parc","PRIVEE","NANTES Rue Général Le Flo","NANTES Impasse César Franck","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"2978","Avenue Eugène le Parc","NANTES","Parc","PRIVEE","NANTES Rue Chanteclerc","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"6137","Impasse du Parc d'Armorique","NANTES","Parc","PRIVEE","NANTES Rue de la Cornouaille","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"6144","Rue Paré","NANTES","Paré","PUBLIQUE","NANTES Rue du Calvaire","NANTES Rue Pierre Chéreau","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6148","Chemin Paris","NANTES","Paris","PRIVEE","NANTES Chemin des Propriétaires","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"6149","Passage Joseph Paris","NANTES","Paris","PRIVEE","NANTES Rue Crucy","NANTES Rue Emile Masson","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6151","Rond-Point de Paris","NANTES","Paris","PUBLIQUE","NANTES Rue Général Buat","NANTES Boulevard Jules Verne","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Malakoff - Saint-Donatien",""
"6152","Route de Paris","NANTES","Paris","PUBLIQUE","NANTES Boulevard Jules Verne","","bacs bleus et bacs jaunes","bacs","pluriel","les numéros 79 à 87","jeudi","mercredi","","pluriel","numeros impairs : Nantes Erdre ; numeros pairs : Doulon - Bottière"
"6152","Route de Paris","NANTES","Paris","PUBLIQUE","NANTES Boulevard Jules Verne","","TRI'SAC","bacs","pluriel","tous les numéros pairs et numéros impairs jusqu'au 45","mardi et vendredi","","","pluriel","numeros impairs : Nantes Erdre ; numeros pairs : Doulon - Bottière"
"8012","Rue Sylvain Paris","NANTES","Paris","PUBLIQUE","NANTES Place Saint Felix","NANTES Boulevard Amiral Courbet","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0087","Avenue d'Alden Park","NANTES","Park","PRIVEE","NANTES Route de Vertou","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"7454","Rue Rosa Parks","NANTES","Parks","PUBLIQUE","","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"6167","Impasse Parmentier","NANTES","Parmentier","PRIVEE","NANTES Rue Parmentier","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6156","Rue Parmentier","NANTES","Parmentier","PUBLIQUE","NANTES Place Gabriel Trarieux","NANTES Route de Sainte Luce","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"0852","Rue Blaise Pascal","NANTES","Pascal","PUBLIQUE","NANTES Rue de la Fantaisie","NANTES Rue des Renards","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"7716","Square Saint Pasquier","NANTES","Pasquier","PRIVEE","NANTES Rue Alphonse Daudet","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6163","Allée des Passiflores","NANTES","Passiflores","Inconnu","NANTES Avenue du Clos du Cens","NANTES Allée des Jasmins","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"8564","Place des Volontaires de la Défense Passive","NANTES","Passive","PUBLIQUE","NANTES Rue Boileau","NANTES Rue du Calvaire","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"A116","Hameau des Pastels","NANTES","Pastels","PRIVEE","NANTES Rue de la Trémissinière","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
